area	easting	northing	area	SIMDQuintile	region	density	age0-14	age15-44	age45-64	age65+	male	female
"S02001431"	297988.589403974	576614.377483444	136.259	3.25	"S08000017"	25.3487843004866	540	1252	999	663	47.539085118703	52.4609148812971
"S02001432"	299226.542168675	579915.048192771	96.491	3	"S08000017"	31.2153465090008	436	1046	812	718	48.0411686586986	51.9588313413015
"S02001433"	299300.923076923	578896.512820513	195.527	4	"S08000017"	15.3891789880681	520	1117	886	486	48.2220006646727	51.7779993353274
"S02001434"	301064.476821192	576347.072847682	6181.309	4	"S08000017"	0.451037150868853	408	942	836	602	48.9598278335725	51.0401721664276
"S02001435"	308474.74	582502.84	6029.738	3	"S08000017"	0.524566739052344	485	974	1014	690	50.2371166613974	49.7628833386026
"S02001436"	313031.930612245	583398.787755102	10588.455	2.83333333333333	"S08000017"	0.470512459088696	763	1656	1372	1191	48.2938578883982	51.7061421116018
"S02001437"	308811.926829268	603831.272357724	31409.349	3.4	"S08000017"	0.125949761009055	612	1122	1238	984	48.3822042467139	51.6177957532862
"S02001438"	335585.782608696	585077.869565217	48282.514	3.4	"S08000017"	0.0810852558340272	518	1203	1274	920	50.3448275862069	49.6551724137931
"S02001439"	323601.06779661	577639.809322034	36212.858	2.8	"S08000017"	0.109546725088641	604	1207	1289	867	48.2732543483741	51.7267456516259
"S02001440"	314816.148571429	572211.634285714	14644.6	3.25	"S08000017"	0.180954071808038	416	837	833	564	49.2452830188679	50.7547169811321
"S02001441"	319371.459302326	566509.290697674	123.238	2.25	"S08000017"	26.4366510329606	481	1080	973	724	47.4524248004911	52.5475751995089
"S02001442"	320626.35483871	567422.75483871	3674.943	2.5	"S08000017"	1.53798303810426	1052	2044	1504	1052	48.4784147204529	51.5215852795471
"S02001443"	323347.524271845	566015.854368932	1555.079	3.75	"S08000017"	1.91437219588201	401	896	1012	668	48.8747060799463	51.1252939200538
"S02001444"	331578.870967742	567549.655913979	4148.549	3.33333333333333	"S08000017"	1.00227814592524	629	1296	1268	965	48.7253487253487	51.2746512746513
"S02001445"	337747.391509434	729993.617924528	344.059	4.71428571428571	"S08000030"	17.0900921062957	663	2756	1523	938	48.452380952381	51.5476190476191
"S02001446"	339160.585399449	730222.856749311	133.056	3.16666666666667	"S08000030"	55.8712121212121	387	6052	645	350	46.9464622006995	53.0535377993005
"S02001447"	338788.409937888	730588.391304348	77.153	2.5	"S08000030"	72.8941194768836	546	3275	1041	762	50.6756756756757	49.3243243243243
"S02001448"	340085.678350516	730366.940206186	102.774	2.66666666666667	"S08000030"	46.4903574834102	333	3436	675	334	52.5324403516116	47.4675596483885
"S02001449"	340747.960784314	730670.287581699	114.648	1.71428571428571	"S08000030"	45.0771055753262	479	3283	933	473	52.0510835913313	47.9489164086687
"S02001450"	340038.53	731484.365	68.914	1.16666666666667	"S08000030"	69.7245842644455	547	2241	1170	847	51.7169614984391	48.2830385015609
"S02001451"	340454.833333333	732009.333333333	78.495	1.33333333333333	"S08000030"	59.0356073635264	506	2023	1168	937	50.1942166594735	49.8057833405266
"S02001452"	341039.327868853	731340.131147541	54.809	1.57142857142857	"S08000030"	100.658650951486	691	3295	1128	403	50.879100960667	49.120899039333
"S02001453"	341535.271186441	731944.13559322	126.719	3.75	"S08000030"	25.7893449285427	475	1149	1047	597	48.8984088127295	51.1015911872705
"S02001454"	342843.922155689	731255.814371258	203.117	2.5	"S08000030"	21.2636066897404	527	1320	1199	1273	44.2695068302848	55.7304931697152
"S02001455"	343757.742574257	732260.485148515	99.605	1	"S08000030"	44.7266703478741	804	1709	1255	687	47.4747474747475	52.5252525252525
"S02001456"	344667.675925926	731539.287037037	137.148	4.25	"S08000030"	22.1804182343162	393	748	903	998	46.3182117028271	53.6817882971729
"S02001457"	344706.229508197	732236.68852459	68.655	1	"S08000030"	42.3275799286287	614	1067	704	521	45.1135581555403	54.8864418444598
"S02001458"	346089.645299145	731142.816239316	146.117	4.33333333333333	"S08000030"	34.1507148381092	605	1449	1492	1444	45.5911823647295	54.4088176352706
"S02001459"	346606.863636364	731851.511363636	93.334	4.2	"S08000030"	40.5425675530889	507	1119	1113	1045	47.7272727272727	52.2727272727273
"S02001460"	347480.595890411	731630.02739726	161.821	4.33333333333333	"S08000030"	26.8197576334345	531	1284	1314	1211	46.221198156682	53.778801843318
"S02001461"	345830.856060606	732902.056818182	630.363	4.25	"S08000030"	10.2940686556793	1351	2706	1837	595	49.2063492063492	50.7936507936508
"S02001462"	343118.939163498	733500.94296578	176.121	1.33333333333333	"S08000030"	35.4358651154604	1526	2571	1480	664	47.1879506489345	52.8120493510656
"S02001463"	341760.431654676	733653.935251799	440.136	2.33333333333333	"S08000030"	13.7480233382409	1348	2398	1528	777	47.0170219798381	52.982978020162
"S02001464"	342465.857894737	732484.073684211	182.074	1.57142857142857	"S08000030"	29.0925667585707	1189	2167	1301	640	46.7245610723051	53.2754389276949
"S02001465"	339903.235849057	733274.91509434	198.865	2.75	"S08000030"	16.6645714429387	610	1251	945	508	48.3403741701871	51.6596258298129
"S02001466"	339422.753731343	733841.305970149	106.067	1.8	"S08000030"	37.7214402217466	868	1485	1119	529	46.5133716570857	53.4866283429143
"S02001467"	338428.795031056	733767.931677019	121.649	3	"S08000030"	41.019654908795	734	1674	1513	1069	47.5551102204409	52.4448897795591
"S02001468"	338766.390476191	732338.280952381	204.817	3	"S08000030"	17.6694317366234	483	1294	1077	765	47.5269411439624	52.4730588560376
"S02001469"	338992.5	731530.926829268	123.461	1.33333333333333	"S08000030"	38.4736880472376	481	1598	1233	1438	47.0947368421053	52.9052631578947
"S02001470"	337588.333333333	731030.092592593	120.876	3.4	"S08000030"	29.3937588934114	426	1158	1081	888	46.2426118772868	53.7573881227132
"S02001471"	336137.276119403	731082.902985075	162.191	1.66666666666667	"S08000030"	28.1766559180226	738	2000	1006	826	47.3960612691466	52.6039387308534
"S02001472"	336204.208333333	731842.641666667	80.419	1.2	"S08000030"	53.7559531951405	966	1669	1060	628	46.1253758963683	53.8746241036317
"S02001473"	337510.713592233	731815.665048544	121.787	1.28571428571429	"S08000030"	45.127969323491	884	2003	1480	1129	47.8165938864629	52.1834061135371
"S02001474"	337665.150159745	733352.699680511	204.894	1.25	"S08000030"	28.9515554384218	1206	2274	1508	944	46.931894807822	53.068105192178
"S02001475"	335487.317073171	732034.804878049	1093.536	4.6	"S08000030"	3.31950662803968	673	1454	1065	438	49.1735537190083	50.8264462809917
"S02001476"	248212.906976744	605995.825581395	20263.854	1.4	"S08000015"	0.161617824526371	505	1147	971	652	48.5801526717557	51.4198473282443
"S02001477"	239443.578512397	612464.933884298	3691.897	1.66666666666667	"S08000015"	1.11406141612293	722	1494	1169	728	48.4074884512521	51.5925115487479
"S02001478"	250123	623591.338582677	14524.175	2.42857142857143	"S08000015"	0.354650092001783	796	1959	1538	858	49.3884682585906	50.6115317414094
"S02001479"	244363.828571429	618420.557142857	84.071	2	"S08000015"	38.0273816179182	581	1217	878	521	47.2005004691899	52.7994995308101
"S02001480"	249860.471428571	627214.2	117.295	3	"S08000015"	34.860821006863	619	1436	1222	812	48.1291269258988	51.8708730741012
"S02001481"	260842.457364341	622824.007751938	49225.465	2.125	"S08000015"	0.0990544223401445	765	1734	1500	877	50.0820344544709	49.9179655455291
"S02001482"	262031.140495868	613221.79338843	245.821	1.75	"S08000015"	11.5409179850379	381	920	859	677	47.7969686288333	52.2030313711667
"S02001483"	257590.626865672	619236.559701493	163.022	1.57142857142857	"S08000015"	31.09396277803	867	2022	1358	822	47.8003550996252	52.1996449003748
"S02001484"	256822.91005291	620182.968253968	184.692	2.8	"S08000015"	21.3544712277738	553	1363	1227	801	49.7718052738337	50.2281947261663
"S02001485"	255218.7	622171.463636364	200.834	1.5	"S08000015"	19.0555384048518	644	1465	1045	673	48.3668669976483	51.6331330023517
"S02001486"	245889.255892256	644431.505050505	27565.934	3.85714285714286	"S08000015"	0.185337453104255	875	1640	1715	879	49.0311215502055	50.9688784497945
"S02001487"	242277.269503546	646021.70212766	124.89	3.8	"S08000015"	34.0219393065898	783	1590	1185	691	47.4464579901153	52.5535420098847
"S02001488"	241433.172839506	646003.543209877	64.195	2.66666666666667	"S08000015"	41.8101098216372	449	1028	747	460	46.5350223546945	53.4649776453055
"S02001489"	256328.870229008	637561.93129771	113.536	2.8	"S08000015"	33.4695603156708	644	1291	1165	700	49.421052631579	50.5789473684211
"S02001490"	253454.47107438	637271.371900827	145.45	1.75	"S08000015"	20.666895840495	452	1082	922	550	49.9667332002661	50.0332667997339
"S02001491"	250013.370629371	636537.755244755	127.61	2.5	"S08000015"	36.7917874774704	710	1745	1397	843	46.8796592119276	53.1203407880724
"S02001492"	245313.638190955	637022.798994975	5294.5	1.85714285714286	"S08000015"	1.14042874681273	894	2456	1626	1062	51.7224246439218	48.2775753560782
"S02001493"	242727.732758621	635308.336206897	111.578	1	"S08000015"	41.1192170499561	1067	1851	1077	593	46.5344376634699	53.4655623365301
"S02001494"	243336.789473684	635859	93.388	1.8	"S08000015"	46.3871161177025	652	1563	1207	910	46.9067405355494	53.0932594644506
"S02001495"	242917.401179941	636712.837758112	196.048	2	"S08000015"	15.1034440545173	323	1031	929	678	48.4295845997974	51.5704154002026
"S02001496"	243614.565476191	637595.55952381	98.805	3.4	"S08000015"	33.3282728606852	385	1281	983	644	48.4057090798664	51.5942909201336
"S02001497"	244130.301075269	638245.88172043	110.379	2.5	"S08000015"	27.4508738075177	476	1096	739	719	47.3597359735974	52.6402640264027
"S02001498"	244275.382352941	639055.303921569	66.079	2.2	"S08000015"	57.3707229225624	738	1522	986	545	47.9029279873384	52.0970720126616
"S02001499"	243550.790697674	640286.457364341	163.315	4.625	"S08000015"	35.704007592689	1135	2327	1742	627	49.3568856113874	50.6431143886126
"S02001500"	242641.584269663	639883.292134832	95.454	1.66666666666667	"S08000015"	47.5831290464517	950	1928	1099	565	46.5653896961691	53.4346103038309
"S02001501"	242734.72631579	638959.673684211	154.294	1.28571428571429	"S08000015"	29.3076853280102	891	2086	1022	523	48.6510393631137	51.3489606368863
"S02001502"	242458.628726287	637976.783197832	128.053	2	"S08000015"	28.5428689683178	409	1487	948	811	48.3447332421341	51.655266757866
"S02001503"	241635.686046512	637215.23255814	252.536	4.875	"S08000015"	22.2938511736941	910	2009	1717	994	48.3126110124334	51.6873889875666
"S02001504"	240092.254545455	638909.696969697	2524.105	2.8	"S08000015"	1.47695915978139	516	1369	1153	690	49.0075107296137	50.9924892703863
"S02001505"	240847.795454545	641286.863636364	80.97	2.66666666666667	"S08000015"	34.9265159935779	422	1017	866	523	46.8175388967468	53.1824611032532
"S02001506"	253595.192982456	674750.052631579	1765.665	4.75	"S08000031"	1.61921995395503	514	977	989	379	49.7726477789437	50.2273522210563
"S02001507"	254586.666666667	674923.140740741	412.072	3.25	"S08000031"	8.44269933409695	642	1253	999	585	46.7375682667433	53.2624317332567
"S02001508"	255622.636363636	674799.900826446	138.437	4.75	"S08000031"	23.3463597159719	536	879	971	846	48.2982673267327	51.7017326732673
"S02001509"	255507.513108614	674140.925093633	1358.018	4.2	"S08000031"	2.93295081508493	539	1081	1221	1142	46.9244288224956	53.0755711775044
"S02001510"	255071.221153846	672893.855769231	111.736	5	"S08000031"	26.5805112049832	541	896	857	676	48.3838383838384	51.6161616161616
"S02001511"	254305.586466165	672717.842105263	120.419	5	"S08000031"	29.1897458042336	595	990	1054	876	48.8477951635846	51.1522048364154
"S02001512"	253184.873786408	673269.398058253	118.545	4.8	"S08000031"	34.9909317136952	738	1405	1303	702	47.1311475409836	52.8688524590164
"S02001513"	253442.125	672344.666666667	148.227	4.4	"S08000031"	28.0853015982243	756	1337	1302	768	49.4595243814557	50.5404756185443
"S02001514"	253708.565217391	671023.072463768	71.731	4.66666666666667	"S08000031"	37.8358032092122	389	913	873	539	48.2313927781872	51.7686072218128
"S02001515"	254488.083333333	670679.638888889	132.252	4.4	"S08000031"	27.3039349121374	575	1144	1135	757	47.3276100803102	52.6723899196898
"S02001516"	255067.315175097	671867.712062257	120.325	5	"S08000031"	26.9686266361936	513	872	941	919	47.6425269645609	52.3574730354391
"S02001517"	255541.686868687	671267.444444445	87.977	5	"S08000031"	32.372097252691	488	894	886	580	48.2794943820225	51.7205056179775
"S02001518"	261419.554545455	673885.372727273	1721.006	4	"S08000031"	1.69319572389637	502	954	1048	410	48.936170212766	51.0638297872341
"S02001519"	261003.184397163	671298.879432624	128.761	4.57142857142857	"S08000031"	41.0372706021233	811	1605	1561	1307	48.221044663134	51.778955336866
"S02001520"	261070.496855346	670471.427672956	222.318	4.375	"S08000031"	26.3361491197294	856	1884	1740	1375	48.266438941076	51.733561058924
"S02001521"	261755.721518987	669732.151898734	167.549	2.66666666666667	"S08000031"	30.2478677879307	930	1983	1371	784	46.5666929755328	53.4333070244673
"S02001522"	262473.945454545	670024.109090909	43.253	4.66666666666667	"S08000031"	57.1521050562967	449	922	791	310	48.0177993527508	51.9822006472492
"S02001523"	262158.358974359	670458.777777778	105.531	4.6	"S08000031"	39.6660696856848	545	1391	1341	909	48.7577639751553	51.2422360248447
"S02001524"	264930.492146597	672400.617801047	733.561	3.71428571428571	"S08000031"	7.27410535729135	919	1670	1610	1137	48.2571214392804	51.7428785607196
"S02001525"	265904.966101695	671666.661016949	101.023	5	"S08000031"	34.0120566603645	549	1116	1166	605	48.7485448195576	51.2514551804424
"S02001526"	265989.45751634	673093.379084967	116.76	3.5	"S08000031"	27.672147995889	455	1224	1002	550	50.2630764469205	49.7369235530795
"S02001527"	265159.194029851	673967.973134328	643.15	2.4	"S08000031"	6.57233926766695	694	1583	1137	813	48.1192334989354	51.8807665010646
"S02001528"	266378.149253731	673901.559701493	93.161	1.4	"S08000031"	43.2477109520078	797	1589	1065	578	48.1509059319931	51.849094068007
"S02001529"	267517.522292994	673163.312101911	1163.137	4	"S08000031"	2.71077267768113	491	1117	1021	524	48.0494766888678	51.9505233111323
"S02001530"	269141.232323232	675105.777777778	759.217	2.5	"S08000031"	3.74069600654358	434	1078	898	430	49.8943661971831	50.1056338028169
"S02001531"	266950.612903226	674463.967741936	81.067	2	"S08000031"	42.1009782032146	554	1253	910	696	47.5827717550542	52.4172282449458
"S02001532"	265230.155339806	676477.111650486	856.305	3.6	"S08000031"	4.72962320668454	584	1382	1343	741	46.9876543209877	53.0123456790123
"S02001533"	262599.125827815	677979.960264901	5927.678	2.8	"S08000031"	0.799469876737569	814	1859	1385	681	48.3857353872125	51.6142646127875
"S02001534"	336141.729559748	671316.201257862	1616.829	2.42857142857143	"S08000024"	3.58788715442388	994	2802	1297	708	45.871401482503	54.128598517497
"S02001535"	333879.190839695	671899.183206107	147.648	3.14285714285714	"S08000024"	30.7352622453403	713	1631	1452	742	47.355663287792	52.644336712208
"S02001536"	333336.915662651	672481.746987952	115.937	4.2	"S08000024"	26.4281463208467	481	1060	1007	516	48.5639686684073	51.4360313315927
"S02001537"	334313.388888889	672841.263888889	78.749	2.33333333333333	"S08000024"	61.9944380246098	614	2149	1205	914	46.6407210159771	53.359278984023
"S02001538"	335134.021428571	672500.971428571	115.242	2.16666666666667	"S08000024"	38.6838131931067	673	1671	1268	846	45.6482727680574	54.3517272319426
"S02001539"	336229.671428571	672652.528571429	50.85	2	"S08000024"	43.5398230088496	463	940	542	269	46.6576332429991	53.3423667570009
"S02001540"	338604.9875	674253.2625	91.385	2.14285714285714	"S08000024"	54.7245171527056	907	2093	1249	752	48.2703459308138	51.7296540691862
"S02001541"	339394.155737705	674279.868852459	102.047	2.83333333333333	"S08000024"	41.0693111997413	765	1657	1070	699	48.2939632545932	51.7060367454068
"S02001542"	340846.503067485	675676.343558282	417.69	3.875	"S08000024"	14.3814790873614	1048	2136	1855	968	48.5766605626769	51.4233394373231
"S02001543"	340417.342105263	672837.447368421	1342.993	2.375	"S08000024"	4.68803634866302	1152	2414	1790	940	48.6658195679797	51.3341804320203
"S02001544"	340246.333333333	672332.451388889	697.28	3.125	"S08000024"	8.17605553005966	1236	2415	1336	714	48.8686195404315	51.1313804595685
"S02001545"	341236.038834952	669181.058252427	2697.548	2.25	"S08000024"	1.08283522665769	474	998	859	590	49.1612461485793	50.8387538514208
"S02001546"	344692.306358382	675863.514450867	4332.389	3.57142857142857	"S08000024"	1.26604513121975	871	1592	1785	1237	49.1340018231541	50.8659981768459
"S02001547"	349292.847161572	669845.414847162	27544.18	3.66666666666667	"S08000024"	0.203309737302036	1022	1730	1837	1011	49.625	50.375
"S02001548"	350834.631205674	674086.964539007	138.491	3.8	"S08000024"	29.4748395202576	745	1284	1244	809	48.2116609505145	51.7883390494855
"S02001549"	351519.816666667	673820.416666667	140.76	2.5	"S08000024"	34.0579710144928	779	1739	1350	926	48.5607008760951	51.4392991239049
"S02001550"	350144.533333333	682377.830769231	4471.562	4	"S08000024"	0.935914564082976	740	1197	1226	1022	47.9330943847073	52.0669056152927
"S02001551"	354802.800947867	685238.658767773	140.889	4.5	"S08000024"	22.8193826345563	442	800	909	1064	46.9362363919129	53.0637636080871
